analysis	network	component	condition_contrast	design_contrast	direction	inference	design_con_valid	group_input_exists	expected_participants	group_input_volumes	group_input_complete	completion_marker_exists	tstat_exists	corrp_exists	peak_corrp	peak_gt_threshold	status	corrp_file	copied_image	copied_sidecar
0	ecn	16	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7326	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6956	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3408	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3438	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6858	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	ecn	16	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.707	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	ecn	16	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	ecn	16	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0446	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
0	ecn	16	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0498	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
0	ecn	16	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0492	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
0	ecn	16	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.732	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
0	ecn	16	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6932	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
0	ecn	16	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0366	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0016_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0016_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7126	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.043	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3834	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3934	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0454	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0456	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.346	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.6802	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.882	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0288	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.3434	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0396	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
0	right-fpn	15	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7532	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
0	right-fpn	15	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0478	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0015_stat-beta/randomise/network-right-fpn/task-rest_network-right-fpn_component-0015_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.044	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0418	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.356	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0364	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7078	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8856	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0426	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.361	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8952	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8888	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.0486	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.3906	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
0	left-fpn	28	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8808	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
0	left-fpn	28	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7094	false	ok	derivatives/fsl/dual-regression_denoised_dim-00_task-rest.dr/contrasts/component-0028_stat-beta/randomise/network-left-fpn/task-rest_network-left-fpn_component-0028_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9366	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0304	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.2082	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4966	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6804	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4694	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
20	dmn	10	rtpj-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.1896	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	dmn	10	rtpj-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.8066	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
20	dmn	10	rtpj-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.8374	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat1.nii.gz		
20	dmn	10	rtpj-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7096	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-rtpj-minus-sham_clustere_corrp_tstat2.nii.gz		
20	dmn	10	vlpfc-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.7202	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat1.nii.gz		
20	dmn	10	vlpfc-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.7104	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-vlpfc-minus-sham_clustere_corrp_tstat2.nii.gz		
20	dmn	10	both-minus-mean-rtpj-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.9112	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat1.nii.gz		
20	dmn	10	both-minus-mean-rtpj-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.4878	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0010_stat-beta/randomise/network-dmn/task-rest_network-dmn_component-0010_stat-beta_contrast-both-minus-mean-rtpj-vlpfc_clustere_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-sham	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.4682	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-sham	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.197	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-sham_clustere_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-rtpj	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.6856	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-rtpj	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0224	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-rtpj_clustere_corrp_tstat2.nii.gz		
20	ecn	5	both-minus-vlpfc	C1	positive	cluster-extent	true	true	27	27	true	true	true	true	0.4766	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat1.nii.gz		
20	ecn	5	both-minus-vlpfc	C2	negative	cluster-extent	true	true	27	27	true	true	true	true	0.0282	false	ok	derivatives/fsl/dual-regression_denoised_dim-20_task-rest.dr/contrasts/component-0005_stat-beta/randomise/network-ecn/task-rest_network-ecn_component-0005_stat-beta_contrast-both-minus-vlpfc_clustere_corrp_tstat2.nii.gz		
